id,course_id,student_id
0,66,5425
1,84,1426
2,32,3855
3,65,1027
4,8,2710
5,24,2048
6,79,8280
7,90,372
8,29,9129
9,74,4952
10,84,8796
11,87,5937
12,53,1739
13,18,6993
14,35,4379
15,80,1186
16,46,73
17,47,5332
18,90,8672
19,28,7004
20,43,4289
21,66,7024
22,89,4595
23,15,1296
24,25,6521
25,87,9728
26,98,4535
27,57,9825
28,87,9980
29,67,910
30,50,9313
31,29,4997
32,33,9760
33,65,795
34,44,3215
35,96,7016
36,56,9690
37,53,6596
38,79,3873
39,95,1553
40,6,7642
41,64,1548
42,85,9231
43,55,2701
44,29,8074
45,2,8663
46,65,8511
47,98,571
48,87,1440
49,12,8184
50,39,924
51,82,8070
52,46,3338
53,27,5201
54,68,7161
55,8,4047
56,6,8255
57,24,5213
58,19,4315
59,64,87
60,67,2563
61,29,3788
62,86,4430
63,21,7644
64,15,6816
65,47,8815
66,59,1371
67,35,4134
68,72,4573
69,72,1456
70,68,1366
71,17,4728
72,76,285
73,89,9343
74,0,7627
75,97,1239
76,94,6903
77,50,2836
78,6,7179
79,27,2248
80,72,2638
81,59,4994
82,31,9492
83,77,5331
84,47,4218
85,39,5908
86,90,5636
87,49,9754
88,40,7191
89,9,8720
90,91,8964
91,87,8404
92,78,2809
93,16,5647
94,97,6305
95,20,687
96,97,7933
97,91,8064
98,69,4021
99,91,1265
100,50,4280
101,58,655
102,39,9933
103,81,6647
104,22,1843
105,40,4456
106,81,1757
107,58,2187
108,86,4978
109,92,2539
110,11,8003
111,71,6306
112,84,1517
113,85,7555
114,43,4512
115,48,353
116,26,7402
117,92,2556
118,94,9270
119,91,2858
120,84,1873
121,52,2539
122,31,1989
123,5,5907
124,66,491
125,80,2773
126,52,5036
127,19,8018
128,95,786
129,27,7935
130,86,2615
131,12,3892
132,4,8724
133,52,3778
134,17,8966
135,60,1381
136,94,2375
137,35,8843
138,49,7417
139,81,556
140,1,7974
141,35,2571
142,82,1504
143,91,6962
144,90,9335
145,71,7414
146,42,467
147,96,3266
148,46,5777
149,27,6867
150,63,6992
151,30,8806
152,70,9194
153,38,3323
154,98,4010
155,68,8085
156,26,1871
157,88,2778
158,43,6829
159,65,8145
160,82,4013
161,38,8433
162,59,5874
163,47,4693
164,82,8151
165,10,5619
166,11,8905
167,30,4318
168,0,608
169,15,9051
170,13,378
171,53,3195
172,40,4443
173,81,8616
174,93,2564
175,98,7926
176,42,16
177,43,1330
178,50,6464
179,8,6486
180,35,715
181,56,3379
182,53,1847
183,35,712
184,40,429
185,3,6144
186,23,8301
187,40,4159
188,83,6429
189,31,1442
190,49,9179
191,20,7822
192,49,8204
193,16,4714
194,3,5142
195,34,4408
196,11,5690
197,91,7545
198,65,942
199,96,9664
200,16,4514
201,48,3556
202,60,763
203,71,6592
204,56,7606
205,57,2332
206,95,1571
207,54,4948
208,57,1615
209,70,1006
210,95,572
211,18,1821
212,66,8219
213,27,2783
214,16,8639
215,52,6729
216,43,6325
217,42,3688
218,64,5161
219,93,6224
220,38,1330
221,22,836
222,51,5922
223,90,6290
224,64,9032
225,85,3932
226,60,4718
227,93,9581
228,79,102
229,81,5653
230,78,8843
231,82,3742
232,87,2453
233,59,2181
234,97,1588
235,10,311
236,25,5287
237,68,2709
238,88,4759
239,59,9390
240,84,8432
241,45,1670
242,36,9106
243,45,4313
244,77,3992
245,64,1821
246,76,5767
247,55,9450
248,64,7909
249,97,6992
250,33,4730
251,82,2912
252,34,8044
253,85,8756
254,92,5176
255,28,6380
256,21,6708
257,45,3760
258,89,2341
259,44,7797
260,15,1520
261,49,9393
262,75,3696
263,79,109
264,35,6194
265,38,7065
266,26,2214
267,9,9366
268,63,591
269,10,8680
270,13,3405
271,31,6545
272,77,8048
273,87,4633
274,70,3374
275,80,9905
276,49,2875
277,70,173
278,64,3353
279,77,7721
280,84,3526
281,86,8653
282,6,2684
283,78,707
284,57,8154
285,61,9194
286,60,1407
287,52,8279
288,45,4962
289,77,4777
290,58,7254
291,39,3231
292,73,1550
293,68,3232
294,27,615
295,84,3528
296,88,5933
297,87,7624
298,2,5808
299,55,9737
300,3,4665
301,79,5801
302,50,9824
303,69,1332
304,9,6627
305,91,5711
306,94,9884
307,24,7653
308,90,5008
309,68,6397
310,68,7309
311,63,8449
312,54,7409
313,66,165
314,78,7002
315,10,7915
316,30,1052
317,27,7887
318,86,5935
319,13,2134
320,59,9245
321,92,7645
322,51,1906
323,85,6246
324,12,1977
325,91,5411
326,60,3850
327,54,9395
328,47,5123
329,13,853
330,0,6316
331,69,6130
332,48,7871
333,46,4264
334,56,5461
335,74,7149
336,26,4646
337,52,8837
338,92,7413
339,47,5000
340,41,3256
341,8,5496
342,31,1146
343,78,3850
344,30,9408
345,16,569
346,60,6969
347,73,2901
348,48,4064
349,46,6193
350,68,4574
351,79,2065
352,13,1210
353,10,1588
354,39,5399
355,7,183
356,51,2952
357,30,307
358,12,2631
359,57,2567
360,76,6597
361,89,7376
362,72,255
363,51,5928
364,20,9645
365,12,5779
366,77,2847
367,45,922
368,36,5957
369,69,903
370,58,8056
371,3,5309
372,71,3393
373,61,5935
374,73,6363
375,8,8494
376,63,3080
377,82,137
378,48,2301
379,70,6285
380,99,5272
381,5,6965
382,0,3386
383,78,6771
384,56,5520
385,18,5411
386,45,302
387,98,8255
388,24,5070
389,35,2479
390,89,5272
391,41,4406
392,58,7248
393,69,1152
394,64,1689
395,69,7552
396,50,470
397,89,4479
398,96,8550
399,22,34
400,14,3581
401,68,5840
402,91,5984
403,25,5049
404,60,2675
405,58,6511
406,71,861
407,40,2480
408,97,4990
409,73,6664
410,2,2764
411,90,2753
412,2,3501
413,46,1971
414,84,4378
415,42,4989
416,68,1924
417,85,8021
418,65,6407
419,88,4086
420,2,1115
421,13,9641
422,90,3637
423,86,4493
424,19,3882
425,72,840
426,73,9615
427,34,6968
428,39,3405
429,18,1777
430,31,7330
431,9,4712
432,51,2926
433,75,3581
434,73,8256
435,86,7177
436,36,4278
437,59,8483
438,33,6068
439,67,166
440,51,4532
441,36,1351
442,90,9064
443,98,6589
444,81,8810
445,70,4921
446,92,4844
447,15,5039
448,70,2992
449,3,503
450,57,9186
451,13,4235
452,73,3088
453,43,1802
454,3,7775
455,43,1814
456,15,2078
457,59,4754
458,33,9840
459,60,8311
460,1,5963
461,20,4255
462,1,4741
463,29,8139
464,12,5463
465,83,2074
466,41,2137
467,47,7099
468,38,5291
469,84,5196
470,96,9929
471,6,9410
472,97,276
473,27,2063
474,55,2644
475,77,9480
476,54,8272
477,30,2446
478,6,839
479,59,1497
480,51,9672
481,25,4821
482,0,9957
483,21,2720
484,84,6884
485,77,6456
486,57,9382
487,75,9734
488,48,1808
489,98,6661
490,3,8764
491,67,4360
492,37,6952
493,22,4591
494,30,3366
495,45,854
496,32,8372
497,99,3937
498,8,710
499,17,4338
500,87,1673
501,63,4222
502,26,4737
503,2,9731
504,52,1184
505,41,6431
506,39,9672
507,99,8480
508,47,9434
509,62,2243
510,48,7090
511,77,347
512,16,5146
513,99,6512
514,5,7487
515,88,1896
516,18,1705
517,17,7640
518,81,3545
519,61,9957
520,58,6996
521,46,4557
522,55,4076
523,53,692
524,27,5543
525,44,895
526,61,4293
527,23,4120
528,3,3040
529,85,8386
530,0,9730
531,52,879
532,3,9736
533,68,5411
534,85,1704
535,97,6283
536,2,8258
537,38,3589
538,47,3598
539,80,4591
540,34,361
541,5,9431
542,51,2400
543,99,1785
544,89,3784
545,3,5191
546,86,3208
547,62,376
548,36,63
549,80,7846
550,53,2726
551,70,471
552,83,5153
553,36,5780
554,34,9312
555,63,7295
556,35,5488
557,88,5729
558,55,7310
559,17,5165
560,49,9900
561,56,8471
562,3,7925
563,41,6377
564,63,7549
565,6,3474
566,43,884
567,55,9628
568,1,1885
569,46,1055
570,75,2546
571,39,7781
572,65,1316
573,71,518
574,26,557
575,18,6823
576,45,6162
577,63,7011
578,65,4474
579,66,1631
580,30,9935
581,79,9825
582,46,5972
583,92,4006
584,49,8636
585,12,7513
586,93,4756
587,40,4004
588,37,199
589,7,5975
590,11,5273
591,89,494
592,75,5073
593,59,1344
594,67,2729
595,20,998
596,60,427
597,64,3854
598,96,2990
599,6,8486
600,73,5285
601,69,4512
602,95,9370
603,92,8028
604,79,4570
605,27,1859
606,52,4125
607,86,9416
608,65,7184
609,9,7231
610,76,5967
611,85,8864
612,19,7316
613,26,9511
614,29,5396
615,45,6917
616,9,2645
617,50,6632
618,23,8023
619,96,6054
620,79,9325
621,45,141
622,84,7398
623,14,2936
624,8,2864
625,75,7558
626,35,6450
627,8,7159
628,69,5882
629,78,3365
630,14,9165
631,31,8091
632,98,3344
633,16,4920
634,31,3048
635,51,1185
636,46,8619
637,88,3397
638,75,1195
639,38,3133
640,5,4701
641,63,1352
642,99,9508
643,69,621
644,46,5532
645,0,8400
646,65,1364
647,7,9127
648,11,5222
649,33,3786
650,6,577
651,85,1008
652,72,9201
653,94,1411
654,60,3836
655,24,7380
656,0,5634
657,48,5267
658,42,5676
659,81,5811
660,72,1669
661,51,4862
662,18,5121
663,85,3144
664,55,9379
665,44,5776
666,39,2396
667,51,3124
668,34,2267
669,51,5002
670,99,2368
671,48,2587
672,24,1449
673,42,1045
674,49,7519
675,5,1023
676,49,1087
677,76,3609
678,67,7569
679,26,927
680,88,7939
681,53,1336
682,77,9649
683,26,8189
684,94,2220
685,24,3259
686,97,5002
687,69,6489
688,60,1733
689,17,491
690,73,5734
691,25,8597
692,29,7375
693,46,5826
694,43,2959
695,33,5423
696,81,8606
697,43,6824
698,13,2374
699,69,7002
700,54,6571
701,10,8159
702,28,6178
703,63,6190
704,30,3048
705,47,9580
706,18,1122
707,17,3864
708,48,4616
709,38,4495
710,8,5349
711,66,656
712,16,2064
713,26,8899
714,88,1892
715,20,3479
716,11,3548
717,19,4627
718,96,6734
719,70,4733
720,34,6833
721,13,12
722,83,2875
723,38,9046
724,53,506
725,49,9527
726,3,5870
727,41,6259
728,17,220
729,6,3080
730,65,711
731,32,6938
732,99,9275
733,0,6705
734,10,9600
735,16,3442
736,40,9219
737,7,9858
738,36,6620
739,83,5058
740,76,811
741,70,1563
742,30,2167
743,36,5974
744,20,7333
745,81,3403
746,9,6315
747,24,9041
748,60,4608
749,63,4272
750,24,3427
751,42,242
752,53,1010
753,75,1503
754,68,7523
755,96,8204
756,2,9249
757,16,2197
758,23,7647
759,15,5525
760,46,8184
761,20,7024
762,74,6587
763,83,241
764,33,7012
765,23,6830
766,27,2933
767,26,1794
768,83,4552
769,63,7516
770,19,8171
771,98,5332
772,51,2692
773,98,935
774,80,4593
775,86,674
776,1,1464
777,3,2391
778,69,8828
779,33,9783
780,74,9553
781,91,8639
782,7,6940
783,43,881
784,79,9024
785,20,4905
786,34,7223
787,42,9199
788,82,9939
789,32,8412
790,69,7810
791,80,6715
792,1,3848
793,0,9269
794,36,2570
795,57,70
796,34,4582
797,68,7623
798,52,560
799,44,5030
800,90,3369
801,49,6813
802,24,3685
803,66,898
804,73,5917
805,71,811
806,97,6463
807,59,4825
808,69,3655
809,61,7264
810,49,4762
811,67,596
812,96,6811
813,53,5696
814,20,5803
815,11,8190
816,94,8430
817,77,6882
818,77,9046
819,58,9038
820,70,7328
821,54,8828
822,40,553
823,30,2894
824,92,1482
825,45,8699
826,38,1314
827,27,2724
828,4,3275
829,2,4371
830,72,8998
831,45,7572
832,45,7605
833,77,6583
834,54,5532
835,9,4402
836,38,434
837,55,1489
838,43,9553
839,21,6664
840,61,8065
841,34,2785
842,47,5713
843,86,8272
844,9,3611
845,9,5317
846,36,6975
847,50,7052
848,46,4515
849,68,296
850,13,2374
851,75,8480
852,64,4046
853,41,6051
854,8,837
855,41,4456
856,31,4376
857,25,503
858,58,2266
859,83,2456
860,22,60
861,17,6258
862,10,2700
863,67,7825
864,39,3833
865,43,9233
866,22,6038
867,25,847
868,97,2264
869,45,4323
870,43,712
871,22,7531
872,2,9773
873,43,9323
874,93,724
875,62,7665
876,93,3372
877,60,703
878,54,1494
879,68,7936
880,24,8044
881,90,7005
882,49,2299
883,43,5311
884,78,1507
885,25,9740
886,73,7508
887,8,2128
888,49,1822
889,9,7108
890,67,889
891,3,8305
892,61,9377
893,35,5524
894,58,9024
895,15,5221
896,73,7385
897,52,7920
898,51,9469
899,90,9001
900,95,7521
901,29,5519
902,98,9551
903,96,8396
904,81,6628
905,40,3310
906,29,5085
907,23,2784
908,84,4760
909,81,6026
910,3,8348
911,88,5947
912,1,2749
913,53,4998
914,60,2725
915,51,3515
916,96,2086
917,89,7813
918,19,5182
919,5,4031
920,33,4573
921,35,9722
922,92,6049
923,93,5650
924,87,1799
925,24,9044
926,70,1112
927,56,3283
928,61,1762
929,86,2609
930,99,6433
931,0,9904
932,52,482
933,61,1095
934,10,7094
935,76,4954
936,75,8022
937,90,480
938,94,7125
939,42,8189
940,88,4627
941,88,5828
942,22,7697
943,33,1306
944,53,7560
945,75,1440
946,65,313
947,24,7826
948,13,7703
949,51,6834
950,37,8102
951,88,9639
952,22,7571
953,92,7409
954,8,3565
955,93,1250
956,81,8855
957,67,3178
958,51,3274
959,72,8298
960,48,9675
961,0,4342
962,84,279
963,61,3118
964,33,6231
965,92,4831
966,22,7708
967,86,8519
968,72,4788
969,20,8507
970,24,1287
971,7,5677
972,71,8708
973,68,8016
974,43,9234
975,93,1072
976,25,3942
977,91,2179
978,13,4380
979,71,2229
980,25,1575
981,24,8084
982,6,6218
983,13,3585
984,38,1403
985,21,7966
986,97,6869
987,92,5227
988,18,5962
989,8,1179
990,75,6830
991,39,9924
992,96,9010
993,61,8567
994,0,8034
995,6,2637
996,3,6553
997,25,4261
998,97,1537
999,76,2794
1000,91,6549
1001,3,1259
1002,53,1835
1003,77,4520
1004,19,3724
1005,12,5012
1006,23,9428
1007,65,3281
1008,48,2440
1009,44,9121
1010,38,7484
1011,16,3204
1012,44,6845
1013,63,1326
1014,91,382
1015,94,4791
1016,31,7921
1017,43,7487
1018,18,566
1019,20,9407
1020,95,9331
1021,27,7803
1022,51,685
1023,6,6981
1024,93,1701
1025,80,2710
1026,17,2654
1027,48,6805
1028,46,5926
1029,68,1065
1030,72,7085
1031,17,3186
1032,99,6025
1033,20,387
1034,15,1288
1035,44,8699
1036,33,1092
1037,31,4810
1038,51,8396
1039,77,1904
1040,98,4132
1041,94,5371
1042,41,4582
1043,48,3160
1044,77,5309
1045,22,4211
1046,94,4343
1047,7,13
1048,88,5140
1049,3,1794
1050,95,5844
1051,90,5027
1052,98,2687
1053,97,7784
1054,12,8467
1055,22,1244
1056,79,2138
1057,55,3295
1058,16,7947
1059,13,9221
1060,31,9890
1061,65,1182
1062,49,5742
1063,35,3809
1064,47,7980
1065,21,6377
1066,11,1686
1067,98,8591
1068,83,3010
1069,23,66
1070,66,8372
1071,92,6701
1072,79,3618
1073,35,5344
1074,44,4620
1075,63,7435
1076,3,401
1077,10,3228
1078,11,9291
1079,53,1626
1080,32,9647
1081,83,9036
1082,96,1410
1083,49,8085
1084,95,3309
1085,35,1844
1086,68,1159
1087,87,9339
1088,53,8083
1089,47,8525
1090,27,6284
1091,89,3923
1092,32,1348
1093,10,3897
1094,15,6163
1095,75,111
1096,99,574
1097,33,1397
1098,47,4252
1099,90,1050
1100,6,4158
1101,31,3145
1102,42,8235
1103,85,4144
1104,94,7846
1105,19,8644
1106,1,9562
1107,11,400
1108,15,972
1109,53,6387
1110,28,9659
1111,99,3545
1112,93,3422
1113,47,5165
1114,48,7057
1115,8,7016
1116,78,3097
1117,55,6465
1118,58,2147
1119,22,6791
1120,2,4378
1121,71,6473
1122,21,8649
1123,51,5186
1124,66,4928
1125,47,5672
1126,68,4538
1127,84,5083
1128,63,3553
1129,64,1359
1130,11,8264
1131,95,6435
1132,57,3418
1133,60,292
1134,1,1820
1135,7,8969
1136,66,2892
1137,46,4746
1138,65,5345
1139,64,5827
1140,1,3206
1141,46,7196
1142,37,5239
1143,51,5230
1144,56,9623
1145,34,7172
1146,20,4580
1147,52,2568
1148,3,9857
1149,13,4294
1150,28,6450
1151,29,773
1152,28,6140
1153,35,5381
1154,48,2587
1155,66,3100
1156,87,5713
1157,42,5431
1158,10,1720
1159,91,6588
1160,67,4811
1161,24,2850
1162,10,1551
1163,14,2197
1164,44,3653
1165,95,5067
1166,3,9398
1167,96,8734
1168,64,9714
1169,53,8915
1170,70,5438
1171,28,9510
1172,56,5097
1173,76,5933
1174,54,5436
1175,71,7107
1176,52,2519
1177,46,9683
1178,30,4145
1179,32,4431
1180,19,9641
1181,77,8336
1182,58,1161
1183,24,4641
1184,8,5366
1185,99,4687
1186,29,5446
1187,58,133
1188,96,4033
1189,40,5546
1190,58,4860
1191,21,7529
1192,77,6373
1193,51,6475
1194,11,351
1195,0,3994
1196,80,4637
1197,28,5733
1198,99,643
1199,47,469
1200,45,1424
1201,17,4422
1202,42,2389
1203,64,4589
1204,53,5078
1205,15,1548
1206,12,6889
1207,26,702
1208,63,116
1209,41,3620
1210,89,3698
1211,40,2600
1212,87,3693
1213,0,8188
1214,75,7383
1215,31,5763
1216,67,405
1217,98,5017
1218,63,5174
1219,41,6217
1220,29,5509
1221,68,889
1222,98,8479
1223,79,3354
1224,1,7023
1225,78,5213
1226,99,9509
1227,86,4398
1228,0,7600
1229,9,3040
1230,2,4262
1231,65,3489
1232,59,6908
1233,7,7381
1234,49,9307
1235,3,8440
1236,97,6988
1237,51,8593
1238,90,4741
1239,69,6768
1240,41,5669
1241,63,3160
1242,54,4766
1243,43,3084
1244,39,865
1245,15,1728
1246,15,7931
1247,76,7785
1248,71,2860
1249,38,9997
1250,17,3540
1251,31,9596
1252,58,176
1253,95,4372
1254,49,6431
1255,25,2928
1256,93,3383
1257,39,4630
1258,88,5684
1259,74,1343
1260,90,3801
1261,24,9842
1262,63,6690
1263,86,396
1264,23,4633
1265,12,4626
1266,84,1794
1267,83,4965
1268,87,5298
1269,69,3945
1270,34,4917
1271,41,5713
1272,91,9294
1273,37,3503
1274,32,8383
1275,61,433
1276,54,9755
1277,93,946
1278,69,7478
1279,81,3316
1280,32,5348
1281,41,4217
1282,14,5317
1283,65,7757
1284,2,464
1285,24,7413
1286,85,7951
1287,96,7515
1288,17,1612
1289,64,6307
1290,43,8485
1291,94,604
1292,40,3408
1293,50,1841
1294,93,9995
1295,54,2256
1296,67,4120
1297,46,4516
1298,57,807
1299,36,2706
1300,5,5085
1301,41,9934
1302,75,5521
1303,28,824
1304,22,7881
1305,47,5485
1306,42,5703
1307,72,1038
1308,31,7955
1309,73,2098
1310,53,5869
1311,31,2424
1312,88,2339
1313,77,3255
1314,68,980
1315,14,5888
1316,67,845
1317,71,9223
1318,27,5959
1319,33,2112
1320,50,8252
1321,4,7919
1322,4,684
1323,61,3678
1324,27,7227
1325,74,806
1326,76,2808
1327,42,8948
1328,59,7458
1329,29,706
1330,11,9610
1331,3,7644
1332,96,8960
1333,59,9535
1334,50,3063
1335,41,4799
1336,74,2188
1337,49,9580
1338,20,370
1339,9,4544
1340,27,4196
1341,37,4464
1342,7,4652
1343,78,2328
1344,8,6563
1345,17,6873
1346,36,1576
1347,5,9155
1348,21,3793
1349,92,6353
1350,94,8588
1351,42,448
1352,44,6752
1353,45,5214
1354,55,7992
1355,82,7538
1356,17,9658
1357,48,3360
1358,50,5944
1359,65,4206
1360,90,9228
1361,23,3828
1362,0,3711
1363,43,5599
1364,40,1345
1365,20,6638
1366,70,235
1367,43,7161
1368,81,3464
1369,1,8440
1370,58,1446
1371,50,5836
1372,66,4023
1373,18,6573
1374,66,7657
1375,93,9474
1376,75,2795
1377,24,1563
1378,19,6123
1379,55,1087
1380,79,7029
1381,99,66
1382,98,9116
1383,6,5573
1384,0,4838
1385,73,7231
1386,40,1179
1387,49,2350
1388,62,5551
1389,74,2602
1390,25,6433
1391,87,9843
1392,31,8527
1393,87,123
1394,98,1675
1395,58,6043
1396,18,9494
1397,25,4814
1398,74,507
1399,25,3977
1400,74,1118
1401,15,4627
1402,89,8068
1403,16,8423
1404,4,7381
1405,99,9231
1406,71,8071
1407,7,3160
1408,33,4601
1409,23,7438
1410,43,2865
1411,15,3362
1412,17,8023
1413,31,4028
1414,92,2984
1415,3,6968
1416,23,2386
1417,77,1947
1418,75,3577
1419,30,8560
1420,88,8089
1421,13,4881
1422,62,571
1423,62,4916
1424,38,4507
1425,72,1688
1426,79,9187
1427,7,8579
1428,4,3538
1429,34,3279
1430,11,5074
1431,24,1849
1432,71,2688
1433,63,262
1434,78,3541
1435,10,4964
1436,66,3326
1437,67,8459
1438,0,2830
1439,61,1518
1440,98,3843
1441,16,3079
1442,29,950
1443,63,1492
1444,17,4832
1445,78,3814
1446,46,4524
1447,71,9298
1448,61,333
1449,22,5327
1450,35,6551
1451,44,1803
1452,12,3676
1453,80,4390
1454,92,4001
1455,86,8528
1456,3,5554
1457,45,7278
1458,48,1958
1459,65,3504
1460,31,1878
1461,50,2201
1462,66,3060
1463,31,7627
1464,72,8109
1465,27,5551
1466,54,8834
1467,55,2195
1468,82,5487
1469,98,3232
1470,71,8510
1471,99,3300
1472,77,6734
1473,43,7896
1474,40,7432
1475,33,5616
1476,50,8046
1477,71,2226
1478,88,5091
1479,31,4712
1480,31,8682
1481,48,397
1482,31,6642
1483,18,3047
1484,88,3467
1485,94,8258
1486,60,4607
1487,69,4422
1488,16,4790
1489,11,9403
1490,6,4130
1491,31,3354
1492,95,1762
1493,48,2682
1494,52,1509
1495,90,687
1496,88,5783
1497,17,9054
1498,0,3700
1499,28,8909
1500,66,2736
1501,50,2528
1502,80,5877
1503,52,3913
1504,7,8111
1505,2,3239
1506,96,9170
1507,72,7214
1508,24,3166
1509,45,5608
1510,37,7873
1511,19,7959
1512,59,669
1513,54,3105
1514,64,4020
1515,64,8972
1516,7,8710
1517,91,9897
1518,44,1572
1519,54,765
1520,48,9250
1521,4,2037
1522,88,1565
1523,64,5113
1524,37,5636
1525,48,8611
1526,52,8256
1527,76,1179
1528,51,5075
1529,37,8114
1530,45,4824
1531,95,427
1532,29,6098
1533,9,6075
1534,72,6219
1535,0,9360
1536,29,2117
1537,28,6146
1538,9,9059
1539,34,5495
1540,8,4548
1541,94,61
1542,46,4126
1543,97,1594
1544,59,724
1545,30,8626
1546,93,7361
1547,65,4675
1548,51,2202
1549,7,1536
1550,78,877
1551,88,2735
1552,26,7791
1553,3,9674
1554,59,3180
1555,22,2400
1556,12,6780
1557,10,9620
1558,14,1780
1559,76,1646
1560,4,2964
1561,9,6067
1562,14,922
1563,85,1137
1564,61,6332
1565,66,5558
1566,82,355
1567,78,4178
1568,50,2198
1569,62,4979
1570,95,5254
1571,8,459
1572,54,4639
1573,55,2212
1574,94,4865
1575,37,4013
1576,50,9205
1577,48,8564
1578,58,2455
1579,61,9609
